outcome,treatment,covariate 1,covariate 2,covariate 3,covariate 4,covariate 5,covariate 6,covariate 7,covariate 8,covariate 9,covariate 10,confounder 1
5.838613292429175,0.0,1.8221335606798916,0.3737437339550078,-0.46334489359624664,0.6009209266908099,-0.11653903619184941,-0.3635487492906651,0.6105645597275473,0.6680925572465648,2.7005522505425796,0.8624056047081275,-0.7985045438417253
-1.5590724218476015,0.0,-0.32471169738761274,-0.8583796375720308,-1.479187561829067,-0.11137672502003232,-0.2872942868955972,-1.4333001429465815,0.04557146965710357,1.8345316447611029,-1.3538998107992288,-0.7716081400800001,-0.4082335922774662
8.402295526847668,0.0,1.2383009338274789,1.1307816482573951,-0.3125335519655349,1.5313205370787035,-0.03676483179983201,1.2536369103038445,0.704300746093888,1.6772948584929872,-0.9322100355890175,0.5126869368574368,-0.05800317503711597
15.67673266978082,0.0,2.424486199749991,1.218818935927846,1.8068807680544676,0.8555324948070695,0.34116808597660864,0.9712699462474375,2.0891378052039498,1.7237586256243203,1.1909205397572502,1.5774090776666896,-1.089609687576535
-1.8003881986536259,0.0,1.4794159604978414,0.8018380461051139,0.3969532841300997,-0.4183404112249046,-0.27577212298156434,0.160089446612137,-1.8440403390272033,0.5115782104183292,0.24776764758411937,0.06458291841514921,-1.5774547625708908
6.945456422651012,1.0,0.6199685803855336,0.5228950679228618,0.24226135805520277,0.2742828766464693,0.29972956439746523,-0.35819555781762247,-0.3309765035267188,0.19733355865353575,0.400136466566968,0.9748035976651059,-0.005502150541536134
-4.313673305118291,1.0,0.06573674895525719,-0.33688307993505434,0.09949210946631683,0.08276574346747914,-0.056075065217921695,0.03389187837767519,-1.5140648136920214,-0.5999059825936912,-0.17828558529816432,-0.24577242593793555,-0.8063003090751399
-15.166253805152364,0.0,-1.7604144118370268,-1.3427188638961685,-1.3214340637447783,-2.1891088628456745,-1.4934268105600563,-1.074245107492988,-0.22099358791287524,-1.87291642257956,-0.15044445041012888,-1.036329121646383,-1.4035188557149059
5.721306560269808,1.0,0.08175668187552163,0.41584606429483034,1.0153838041159184,-0.7619860852668296,1.1130172933235296,0.16983825742380743,-1.4189669970753733,0.8850504898706539,-0.5091303637844045,-0.1434023387264412,0.37686962947439034
14.677944712693984,1.0,1.935896989993467,0.35351630173733756,0.6312438577687686,-0.5492724180990987,1.3072212190111194,1.1311340797049056,0.6131478841295002,0.34789933112842886,-0.3323703536529747,0.6775581613038673,0.647622529012139
9.32435894357169,1.0,0.3394329085179358,0.8534265718706109,1.7742242209192043,0.9014850520215105,1.9121702927278406,-0.6737242607067215,-0.3301683638655227,1.1724987697462694,0.5274840242080594,0.28845261870583006,0.0030021426482945367
