outcome,treatment,covariate 1,covariate 2,covariate 3,covariate 4,covariate 5,covariate 6,covariate 7,covariate 8,covariate 9,covariate 10,selection bias 1
-8.071048497186167,0.0,-0.8323435775268808,-0.6907061756454076,0.06644179535765402,-1.7769655575424075,-1.3418340171348655,0.41950845051178587,-0.14825168178327736,-0.7420641419207639,0.8901431392655821,-1.595813965018891,-1.4136025865788462
-7.550893634113222,1.0,-0.010225281663341456,-0.36955381554414596,-0.6977467554989639,-0.8245083135856941,-2.0062073866690238,-0.4985762345467953,-0.053114858393305237,-0.6618988893568956,1.1678003672176558,0.5039591605466508,-2.216025003772616
10.177089328748886,0.0,0.4236473240009214,1.9534226892598352,0.15111131297031016,1.8366532526378454,1.2175749507688225,1.0933696600598306,1.3725857415874239,1.1225479871887498,2.462449699501422,2.9347404423315493,-0.5828355986107779
-0.8912993605616155,0.0,-0.350906537207746,0.6037380201076097,0.31428872387504037,-1.5752604637638548,-1.2538492396354877,-0.6525097482312953,-0.7403857943530204,-0.4858556699547644,-0.26138391642179687,-0.03362251713114616,0.21491970674104013
-4.081287525307188,0.0,-0.31237967246429726,1.2484231079657166,-1.243657545843285,-0.22732044977717603,-1.9162776459413466,-0.5336647068420682,-0.6625317017442613,-0.39422434481214175,-1.7175308881250575,0.15655243077344735,0.06328515181906792
-3.014349683543984,0.0,-0.6169457182286242,0.261121623149054,-1.3716464409477485,-0.5784758062220353,-1.4656148219618323,0.31503715298093454,0.08983246463886804,-0.1628747874963476,-0.8491135506601084,2.0745635915983773,0.6204104574803143
0.47840345909842585,1.0,-0.06804880099418205,-1.679113399407084,0.11875941031828376,-0.5495715161133867,-0.3558900491636645,-0.08014720028176311,-0.1523331075589289,-0.15674840320870082,1.3862822136545334,0.908888809225064,-1.1184817657301207
-6.239924614417234,1.0,-0.37562795297327484,-0.965828668023262,-0.6457005869266174,-0.05829489358372733,-1.3575991511784673,-0.7653014766069098,-0.04909258190666665,-0.31376899618818355,-1.854029924696258,-0.6460943455857547,-1.238571552009927
-4.640649165947911,0.0,-0.4194977450635411,0.2906539840499651,0.2911228115620173,-0.4940763695120983,-0.07763256185270978,-0.31595638568149714,0.49671647068630786,0.019707167344218266,0.10854765157384906,0.01561566158895048,-3.078011080460899
7.4644964420252835,0.0,-0.13307982531559312,1.6124144367723834,0.641830982362909,0.3272586902341192,0.7148514158613125,0.15761454071668382,0.8468567081584967,0.4010878968958866,0.6434017952893794,0.8843401348764433,0.29048457595242105
-3.285347153992174,1.0,-0.3894503845094385,-1.652977015232643,0.42541647303303737,-1.3021778449551145,-1.2275489714684955,1.25285180124424,-0.44981465260197967,-0.585397611312461,0.08576857948657725,0.5539073451007674,-0.6288622308577072
8.478003492726067,0.0,-0.25588541222890654,1.3578493911129175,1.0991669685015573,0.9314380778662601,1.4438255568510325,1.0358402657377896,1.959538135094779,1.5322569988240298,0.5260321524134632,0.6726746715320453,0.7762678519952094
-2.4675604808439218,1.0,-0.006255619192169797,0.8681268128346618,-1.1191429484753017,-0.9633002005528267,-0.08338463931009313,-0.3579393659785946,-0.5617001510614057,-0.45248157243136233,0.1451198751294685,-0.4752313058815985,0.10568572648839886
17.411082521559738,1.0,0.6664943279859865,1.3293546645782506,2.020187587452477,1.6587303014745018,2.7453724353735813,1.258740409417938,0.5893178543085518,1.3981134555733128,0.024736488260797745,2.5091994251997964,-0.09143246658981016
6.08068024789908,1.0,0.23905036587306924,1.227672704055928,0.7098412453805003,0.8690823872898005,-0.4095724832775511,0.9596994017546425,1.980209618095247,0.759642805612169,0.7735502783050584,0.6176830123510936,0.28487471124586966
