outcome,treatment,covariate 1,covariate 2,covariate 3,covariate 4,covariate 5,covariate 6,covariate 7,covariate 8,covariate 9,covariate 10
7.745235256727535,1.0,-0.11337397804806124,0.9959381315595066,-0.4511963877194665,1.8107702583560161,0.3479959598815982,1.1217637418292568,1.1603645981384219,-0.5423787074653201,0.5146228633041788,-0.20373684533927072
12.32696902039302,1.0,0.35776432666913865,0.7143960589812333,1.5270777004499665,0.5093934757553429,2.433026852427371,0.17867088023785974,1.490547084980158,1.2440112336071425,0.1544093882482235,0.5054884867546923
3.4314386561548176,0.0,0.742541307947229,-0.1444952574533043,-0.29282097844617005,0.5390945387918564,0.6610385302603479,1.8037619954679787,-0.23621834879318657,0.6137725372790793,-0.0628848570235504,0.07616648089623755
0.4624287377946117,1.0,-0.14412922153104477,-1.2617600372136404,-0.31870752364163074,-0.8217384690746772,-0.7637489825584711,-0.6225712560029898,0.11040797363763571,0.5048810471753491,0.14183825625308172,0.6868024968337537
10.546937489028862,0.0,0.14963991593225734,-0.25366544676235364,0.06735179379734976,1.417645449225075,0.4914959058895823,0.461427897638716,1.8539753470648646,-0.996728012894333,-1.546214742581969,0.014597242137057842
-13.849531440952415,1.0,-1.7609475395148544,-0.7787509011498557,-1.2799910078258496,-1.826508668627903,-1.8666675990892425,-0.7226115854284558,-2.779025803381187,-1.8384617126988028,-1.2398581922318372,-1.0895558801615581
17.49048860961103,1.0,0.6158312493142223,0.7008533031647001,1.9211604714215234,0.2181606284465505,1.629205147511807,1.6655275235043807,2.4054182714641756,0.3836013144481557,1.9815514157492076,0.9264139378138694
-8.173640145998155,0.0,-1.6418346788044107,-0.776745179962603,-0.2713114671918582,-1.079806635341148,-1.0792392717666819,0.24194728662213844,-0.9761524390799406,-0.24948938072919122,-0.3320834668786081,-0.8368709884454746
6.123705580790526,1.0,-0.04787604834816508,0.11737143375330461,0.2937996927552894,1.2368601756790614,0.26077546364797843,-0.22172427744708587,0.10908463557552268,0.45534379556451926,0.12524621286914928,0.883813446608717
0.9730615158336648,0.0,1.1125460091152772,-0.544057103278852,-0.14868103693031642,0.08125444172827163,-0.016380855635250293,1.4390133119759787,0.4640303882286752,1.4324573928565396,0.5674099284206454,0.31986593921380113
-0.32724929077866516,0.0,0.5299231183643497,0.5470013904653254,0.5232621729018024,-1.3828840612452715,-0.743656285799922,0.2753521249392054,-1.6427353742903994,-1.182642084557573,-0.03499765204176805,-0.24151100017087104
-1.2296848965656317,1.0,-0.5801976563154971,-0.5496650839280501,1.103368914339258,0.17558668093098576,-0.8312340612559133,1.144572747914861,-1.2402141281179906,0.4016739894386623,0.45207914293222606,-0.168551481743843
15.320739535782222,0.0,2.2164011930888576,1.0577956186660402,1.3434186247011737,1.3537239835295491,0.8401183386312556,0.24435442068367394,2.1500820364875484,1.4104772114847337,1.2995160733253068,1.1694966248953171
-4.759143320235182,0.0,-1.286147289145441,-0.7813837918700629,-1.4504859689427163,-0.06546524509145117,-0.04521944375280528,-0.6634361796557954,0.06988070041902217,-0.8819454625500356,-0.56588555316478,-0.06061714843857812
-4.379113363141215,1.0,0.4482383920459655,-0.06588238840265805,-1.9827319913303434,1.239597915130848,-0.15421357750724926,0.21035026918832206,-1.606322951764242,0.5076466522511421,-0.6550204383479798,-0.017498586280577974
-10.158600722961708,0.0,0.2601499244777206,-0.3573737965835153,-1.6164411463139032,-0.8582651193149209,-2.008844178636883,-0.8872605022067193,-1.3951590595903856,-0.020876545176876815,0.30850687838773416,-1.3101218322354238
-3.8202387063145338,1.0,-0.7908686647044733,-2.0824397882648564,-0.29890618464002844,-0.9798126029796199,-1.2006306437039005,-0.8312601804123367,-0.15808531294735423,0.07793777953674269,-1.099087884159499,-0.3510598695870136
-7.639474702696675,1.0,-0.47253473934563256,-0.7697364023519491,-1.1463693310845502,0.9970322098075062,-1.8474469244701082,-0.8356141603560311,-0.5182671939405018,0.43255958733677463,-0.4833652751613786,-1.4528192025639741
-1.5897056480564373,1.0,-1.8993824449469467,-1.293819810102844,-1.398606279389597,-1.0905194719812263,-0.7967297030565615,-2.543488552028345,1.2646353617272756,-2.0198285136580463,-0.48677429274164347,-0.6025813416656369
-1.5554837766530338,1.0,-0.6689301468895485,-1.508233137890425,-1.0229775711847897,0.0863415049110154,0.5074573011014075,0.686360002836615,0.04005139590417174,0.7367248358598061,-0.3081833402355425,0.13331197608874518
-15.450551608311338,1.0,-1.0708831946473845,-2.2434692152586093,-2.2923100671112278,-2.9508010785486003,-2.3617082739638726,-1.5188414163773902,-1.83815887557906,-1.2926175948907184,-2.3635565850223723,-1.7637178382694698
3.21639261333659,1.0,1.411500613016731,0.6814767796211949,1.7041096331742165,-1.0778254950570776,-0.29852039074939435,-1.4723535888108334,-0.3144066930603349,1.4403892640649971,-0.15169434338145943,-0.3983493008520116
6.397098103428715,1.0,-0.23302385582510374,1.0246776133581572,0.1998548600425304,0.9680684474025482,0.10134934774289325,-0.07293875990159646,0.38128578237321814,0.8515684878618884,0.14619663992728854,0.3282168417004191
-7.774210303094336,0.0,-1.0991752202690703,-1.1875621662844187,-0.33262085251273926,-0.4372803393238019,-1.312826368142325,-1.5335676343232352,-0.9780499578819948,0.29167792709079854,-1.2169607453921072,-0.86799320560897
-10.385200297366422,0.0,-3.073688253188131,-1.6260196398305762,-0.8510321633743582,0.10965529914019014,0.3447394374715779,-0.6219102474106478,-0.39103821085448454,-0.4728766345235446,-1.0187168515382126,-0.4017661558532011
1.6516425511709873,0.0,1.098552040738298,-0.015752410923749675,-0.11985411910248624,-0.0658727230823186,-0.6005935184661364,0.5652670796105421,0.9914737530793211,0.7799947120588879,0.7672274501110863,0.40918767912506354
-7.187445558205284,0.0,-2.389485265754231,-0.657866947046681,-0.7032508012387811,-0.687024314069113,-0.5173805595832291,1.9336682094560573,-0.3068664463904778,0.6880072885690799,-0.7550052162016827,-0.38592656955753113
-9.947334403437063,1.0,-2.30923056685512,-1.6349028004120012,0.3282795138147322,-4.642833645954695,-0.8835423078185468,-1.1974233699560815,-1.3768079991483444,-1.4615545180610696,-3.2385058218371867,-0.8885675667602707
