sample size,iteration,tauhat,sehat,bias
100,1,1.7689306998149132,0.19047478548264588,-0.23106930018508676
100,2,1.6623937242314621,0.19157283693062066,-0.33760627576853786
100,3,1.934516001037426,0.22002870647998057,-0.06548399896257395
100,4,1.8248552020216582,0.16439312688779822,-0.17514479797834182
100,5,1.0621815553795315,0.17642414385873934,-0.9378184446204685
100,6,0.9340125125202028,0.19760541441827836,-1.0659874874797972
100,7,1.9635582228989976,0.26020442236122177,-0.03644177710100238
100,8,0.8045390779182141,0.23224299393314338,-1.1954609220817858
100,9,0.9915013235562614,0.2477491616475876,-1.0084986764437387
100,10,1.5146554077983556,0.21128331567803235,-0.4853445922016444
100,11,1.2201501767856304,0.25805751865257026,-0.7798498232143696
100,12,0.5018442632640725,0.22912307225798448,-1.4981557367359275
100,13,1.226745911141652,0.20455634523265315,-0.7732540888583479
100,14,1.988292493988554,0.1847874682329187,-0.01170750601144599
100,15,1.3840940050704478,0.23096047551644278,-0.6159059949295522
100,16,1.2939704113126438,0.19889009715340217,-0.7060295886873562
100,17,1.6964646540505388,0.21630678857835042,-0.3035353459494612
100,18,1.5711292021375178,0.19219541464456277,-0.42887079786248217
100,19,0.9582905925052064,0.212690053197646,-1.0417094074947935
100,20,1.4895988575841952,0.22384228450274377,-0.5104011424158048
100,21,1.3310418139034526,0.24950215728463718,-0.6689581860965474
100,22,1.5223800516390715,0.17497244204492873,-0.47761994836092847
100,23,1.4332142598971127,0.19231440783772213,-0.5667857401028873
100,24,1.4298169759755015,0.22837642618908732,-0.5701830240244985
100,25,2.3282893610009987,0.22067408383502873,0.3282893610009987
100,26,1.2994902000907027,0.19701426157839033,-0.7005097999092973
100,27,1.2398032174467446,0.24452614707384848,-0.7601967825532554
100,28,1.1525729389763772,0.20616275643165113,-0.8474270610236228
100,29,1.2986780003177545,0.27258480917148525,-0.7013219996822455
100,30,1.5708188053156846,0.20141110636126855,-0.42918119468431537
100,31,0.7649045429661813,0.1958262301286519,-1.2350954570338186
100,32,1.391624757203462,0.2313790077591632,-0.6083752427965381
100,33,1.8082318323212443,0.1855263880493272,-0.1917681676787557
100,34,1.2683459027258397,0.23367490861752488,-0.7316540972741603
100,35,1.1041928323340704,0.2015858095654458,-0.8958071676659296
100,36,1.3529074653698796,0.22041169659583024,-0.6470925346301204
100,37,1.1365723623147956,0.2491928234597149,-0.8634276376852044
100,38,0.5296465930523407,0.30672252656274196,-1.4703534069476594
100,39,1.2288378960937103,0.23486636793615173,-0.7711621039062897
100,40,1.3094905549897309,0.2105306719385175,-0.6905094450102691
100,41,1.166504057224416,0.2184268002542444,-0.8334959427755839
100,42,1.2757608657116362,0.2146667070405393,-0.7242391342883638
100,43,1.4275132201171448,0.19001338768889586,-0.5724867798828552
100,44,1.8588804431466264,0.22369058298778932,-0.14111955685337363
100,45,1.5479520286355257,0.19943090104361041,-0.4520479713644743
100,46,1.618757723799564,0.1935995039950887,-0.38124227620043594
100,47,1.3008500332053345,0.24165563623369843,-0.6991499667946655
100,48,0.9540267557939309,0.20698609518033548,-1.0459732442060692
100,49,1.83290090335279,0.22673171598701777,-0.1670990966472099
100,50,1.2751471801363459,0.22342512965050929,-0.7248528198636541
100,51,2.1454973869998173,0.20501636972873835,0.1454973869998173
100,52,2.011556603370832,0.23000086306572434,0.011556603370832086
100,53,0.9141358283913809,0.24667276594027712,-1.0858641716086193
100,54,0.6902875984081986,0.21801752236045127,-1.3097124015918014
100,55,0.9424911392961337,0.2447709929114214,-1.0575088607038663
100,56,1.0153386839178995,0.2590022781017887,-0.9846613160821005
100,57,1.997616355195015,0.19569941280010528,-0.0023836448049849857
100,58,1.097926454026477,0.22789231160568163,-0.902073545973523
100,59,0.9481500855938324,0.2601141220210057,-1.0518499144061675
